Credibility Code,Sample Size,Precision,Abundance,Significance, AOU,Region,Species Name,Region Name,Model, N Routes, Trend, 2.5%CI, 97.5%CI,Relative Abundance
 Y,  , Y,  ,  ,4900,S37,Fish Crow                               ,                                        , Dh,15,-1.72,-4.731,1.5,2.429
  ,  ,  ,  ,  ,4900,ALA,Fish Crow                               ,                                        , Dh,72,0.083,-0.954,1.177,4.86
  ,  ,  ,  ,  ,4900,ARK,Fish Crow                               ,                                        , Dh,45,1.436,-0.713,3.616,3.898
 R, Y, R, Y,1,4900,CON,Fish Crow                               ,                                        , Dh,12,16.121,8.985,24.506,0.729
  ,  ,  ,  ,  ,4900,DEL,Fish Crow                               ,                                        , Dh,14,2.024,-0.073,4.216,17.232
  ,  ,  ,  ,  ,4900,FLA,Fish Crow                               ,                                        , Dh,83,-0.602,-1.614,0.408,14.212
  ,  ,  ,  ,  ,4900,GA ,Fish Crow                               ,                                        , Dh,93,-0.615,-1.739,0.567,7.532
 Y,  , Y, Y,1,4900,ILL,Fish Crow                               ,                                        , Dh,18,8.66,5.141,12.474,0.155
 R, Y, R, R,1,4900,KAN,Fish Crow                               ,                                        , Dh,7,17.167,7.072,30.885,0.018
  ,  ,  ,  ,2,4900,LA ,Fish Crow                               ,                                        , Dh,70,-2.08,-3.777,-0.454,6.175
 R, Y, R, Y,1,4900,MAS,Fish Crow                               ,                                        , Dh,12,11.838,6.599,17.7,0.311
  ,  ,  ,  ,  ,4900,MD ,Fish Crow                               ,                                        , Dh,57,0.281,-0.845,1.426,10.579
  ,  ,  ,  ,  ,4900,MIS,Fish Crow                               ,                                        , Dh,34,1.089,-1.249,3.517,3.266
 Y,  , Y, Y,1,4900,MO ,Fish Crow                               ,                                        , Dh,28,13.392,9.083,18.552,0.199
  ,  ,  ,  ,  ,4900,NC ,Fish Crow                               ,                                        , Dh,66,-1.149,-2.293,0.059,6.415
 R, R, R, Y,  ,4900,NH ,Fish Crow                               ,                                        , Dh,3,-0.818,-7.945,4.589,0.119
  ,  ,  ,  ,1,4900,NJ ,Fish Crow                               ,                                        , Dh,29,4.401,2.209,6.947,5.298
 R,  , R, Y,  ,4900,NY ,Fish Crow                               ,                                        , Dh,14,-0.025,-4.942,5.652,0.149
 Y,  , Y,  ,1,4900,OKL,Fish Crow                               ,                                        , Dh,24,6.885,3.285,10.76,2.261
 Y,  ,  , Y,1,4900,PA ,Fish Crow                               ,                                        , Dh,52,3.041,1.293,4.915,0.555
 R, R, R, R,  ,4900,RI ,Fish Crow                               ,                                        , Dh,3,8.743,-0.721,25.613,0.057
  ,  ,  ,  ,2,4900,SC ,Fish Crow                               ,                                        , Dh,37,-2.724,-4.898,-0.512,11.46
 R, Y, R, Y,  ,4900,TEN,Fish Crow                               ,                                        , Dh,6,1.494,-2.722,8.123,0.137
 R, Y, R, Y,1,4900,TEX,Fish Crow                               ,                                        , Dh,13,8.108,2.802,14.28,0.232
  ,  ,  ,  ,1,4900,VA ,Fish Crow                               ,                                        , Dh,34,2.938,0.667,5.578,1.752
 R, R, R, R,  ,4900,WV ,Fish Crow                               ,                                        , Dh,4,-0.346,-5.411,5.365,0.071
  ,  ,  ,  ,  ,4900,US ,Fish Crow                               ,                                        , Dh,830,-0.024,-0.551,0.511,3.753
  ,  ,  ,  ,  ,4900,SUR,Fish Crow                               ,                                        , Dh,830,-0.024,-0.551,0.511,3.753
  ,  ,  ,  ,  ,4900,US1,Fish Crow                               ,                                        , Dh,830,-0.024,-0.551,0.511,3.753
  ,  ,  ,  ,  ,4900,SU1,Fish Crow                               ,                                        , Dh,830,-0.024,-0.551,0.511,3.753
 Y, Y, Y,  ,  ,4870,S16,Chihuahuan Raven                        ,                                        , Dh,10,2.794,-1.064,7.047,2.51
  ,  ,  ,  ,  ,4870,S18,Chihuahuan Raven                        ,                                        , Dh,61,-1.323,-2.936,0.168,13.821
 R,  , R,  ,  ,4870,S19,Chihuahuan Raven                        ,                                        , Dh,15,-1.503,-7.236,3.368,1.33
 R, R, R, Y,  ,4870,S20,Chihuahuan Raven                        ,                                        , Dh,4,-4.204,-11.784,2.015,0.131
 R, Y, R, R,  ,4870,S21,Chihuahuan Raven                        ,                                        , Dh,6,-0.628,-7.627,5.239,0.018
 R, R, R, R,  ,4870,S33,Chihuahuan Raven                        ,                                        , Dh,2,-2.474,-17.529,5.034,0.041
 Y, Y, Y,  ,2,4870,S34,Chihuahuan Raven                        ,                                        , Dh,10,-4.524,-8.682,-0.524,3.122
  ,  ,  ,  ,  ,4870,S35,Chihuahuan Raven                        ,                                        , Dh,35,-0.122,-1.788,1.576,13.254
 Y,  , Y,  ,2,4870,S36,Chihuahuan Raven                        ,                                        , Dh,15,-4.974,-8.735,-1.422,5.894
 Y, Y, Y,  ,2,4870,ARI,Chihuahuan Raven                        ,                                        , Dh,12,-4.397,-8.46,-0.531,1.515
 Y,  , Y,  ,1,4870,COL,Chihuahuan Raven                        ,                                        , Dh,18,8.332,4.649,12.265,1.022
  ,  ,  ,  ,  ,4870,NM ,Chihuahuan Raven                        ,                                        , Dh,40,-1.315,-2.705,0.022,20.368
 R, R, R,  ,  ,4870,OKL,Chihuahuan Raven                        ,                                        , Dh,4,0.559,-5.626,6.832,1.752
  ,  ,  ,  ,  ,4870,TEX,Chihuahuan Raven                        ,                                        , Dh,84,-1.734,-3.761,0.227,2.775
  ,  ,  ,  ,2,4870,US ,Chihuahuan Raven                        ,                                        , Dh,158,-1.173,-2.283,-0.109,6.703
  ,  ,  ,  ,2,4870,SUR,Chihuahuan Raven                        ,                                        , Dh,158,-1.173,-2.283,-0.109,6.703
  ,  ,  ,  ,2,4870,US1,Chihuahuan Raven                        ,                                        , Dh,158,-1.173,-2.283,-0.109,6.703
  ,  ,  ,  ,2,4870,SU1,Chihuahuan Raven                        ,                                        , Dh,158,-1.173,-2.283,-0.109,6.703
 Y, Y,  ,  ,  ,4860,S02,Common Raven                            ,                                        , Dh,13,-1.186,-3.674,0.836,4.647
 R, R, Y,  ,  ,4860,S03,Common Raven                            ,                                        , Dh,4,1.235,-2.377,6.694,2.945
  ,  ,  ,  ,  ,4860,S04,Common Raven                            ,                                        , Dh,84,0.891,-0.439,2.212,3.406
  ,  ,  ,  ,1,4860,S05,Common Raven                            ,                                        , Dh,175,0.949,0.128,1.753,9.458
  ,  ,  ,  ,1,4860,S06,Common Raven                            ,                                        , Dh,141,2.93,1.29,4.621,12.275
  ,  ,  ,  ,  ,4860,S08,Common Raven                            ,                                        , Dh,145,-0.635,-1.689,0.401,14.392
  ,  ,  ,  ,1,4860,S09,Common Raven                            ,                                        , Dh,249,2.257,1.427,3.093,15.693
  ,  ,  ,  ,1,4860,S10,Common Raven                            ,                                        , Dh,261,1.049,0.23,1.883,9.803
 Y,  ,  , Y,1,4860,S11,Common Raven                            ,                                        , Dh,176,13.802,11.899,15.646,0.779
  ,  ,  ,  ,1,4860,S12,Common Raven                            ,                                        , Dh,270,1.587,0.95,2.222,10.102
 Y,  ,  , Y,1,4860,S13,Common Raven                            ,                                        , Dh,112,8.597,6.682,10.373,0.544
  ,  ,  ,  ,  ,4860,S14,Common Raven                            ,                                        , Dh,271,-0.106,-0.696,0.489,7.984
  ,  ,  ,  ,1,4860,S15,Common Raven                            ,                                        , Dh,36,6.059,4.017,8.17,4.8
  ,  ,  ,  ,  ,4860,S16,Common Raven                            ,                                        , Dh,214,0.798,-0.129,1.759,18.299
 Y,  , Y, Y,1,4860,S17,Common Raven                            ,                                        , Dh,27,13.476,9.79,17.635,0.532
 Y,  ,  , Y,1,4860,S18,Common Raven                            ,                                        , Dh,34,5.458,3.301,7.761,0.996
 R, Y, R, Y,  ,4860,S19,Common Raven                            ,                                        , Dh,5,5.262,-0.203,12.003,0.166
 Y,  , Y,  ,1,4860,S20,Common Raven                            ,                                        , Dh,14,6.461,3.412,9.781,2.521
 R, R, R, R,  ,4860,S21,Common Raven                            ,                                        , Dh,3,0.738,-3.985,7.29,0.007
 Y,  ,  , Y,1,4860,S23,Common Raven                            ,                                        , Dh,33,3.427,0.927,6.137,0.247
 Y,  ,  , Y,1,4860,S28,Common Raven                            ,                                        , Dh,190,6.074,4.944,7.269,0.579
 R,  , Y, R,1,4860,S29,Common Raven                            ,                                        , Dh,25,8.275,4.293,13.158,0.046
 Y,  , Y, Y,1,4860,S30,Common Raven                            ,                                        , Dh,26,8.598,4.446,12.967,0.12
  ,  ,  ,  ,1,4860,S32,Common Raven                            ,                                        , Dh,95,5.341,4.139,6.609,12.219
  ,  ,  ,  ,  ,4860,S33,Common Raven                            ,                                        , Dh,74,1.132,-0.146,2.412,9.395
  ,  ,  ,  ,1,4860,S34,Common Raven                            ,                                        , Dh,30,1.61,0.348,2.892,10.266
  ,  ,  ,  ,  ,4860,S35,Common Raven                            ,                                        , Dh,33,0.423,-1.153,2.188,1.857
  ,  ,  ,  ,  ,4860,AK ,Common Raven                            ,                                        , Dh,81,1.081,-0.064,2.389,4.555
  ,  ,  ,  ,1,4860,ALB,Common Raven                            ,                                        , Dh,149,2.61,1.222,4.029,8.604
  ,  ,  ,  ,  ,4860,ARI,Common Raven                            ,                                        , Dh,74,0.512,-0.82,1.917,17.691
  ,  ,  ,  ,  ,4860,BC ,Common Raven                            ,                                        , Dh,147,0.47,-0.48,1.442,11.067
  ,  ,  ,  ,1,4860,CAL,Common Raven                            ,                                        , Dh,224,3.496,2.627,4.371,11.641
  ,  ,  ,  ,1,4860,COL,Common Raven                            ,                                        , Dh,114,1.489,0.373,2.539,5.019
 R,  , R, R,1,4860,CON,Common Raven                            ,                                        , Dh,14,15.995,8.111,26.728,0.071
  ,  ,  ,  ,1,4860,IDA,Common Raven                            ,                                        , Dh,54,3.161,1.724,4.653,6.346
  ,  ,  ,  ,  ,4860,MAN,Common Raven                            ,                                        , Dh,80,-0.499,-2.188,0.937,16.489
 Y,  , Y, Y,1,4860,MAS,Common Raven                            ,                                        , Dh,16,4.936,0.267,9.657,0.566
 Y,  , Y, Y,1,4860,MD ,Common Raven                            ,                                        , Dh,18,9.169,6.207,12.461,0.352
  ,  ,  ,  ,  ,4860,ME ,Common Raven                            ,                                        , Dh,65,0.242,-0.887,1.408,5.778
  ,  ,  ,  ,1,4860,MIC,Common Raven                            ,                                        , Dh,47,2.156,0.692,3.653,6.496
  ,  ,  ,  ,1,4860,MIN,Common Raven                            ,                                        , Dh,45,3.544,2.165,5.102,2.502
  ,  ,  ,  ,1,4860,MON,Common Raven                            ,                                        , Dh,73,2.235,0.889,3.641,4.124
  ,  ,  ,  ,2,4860,NB ,Common Raven                            ,                                        , Dh,43,-1.09,-2.307,-0.009,11.759
 Y,  , Y, Y,  ,4860,NC ,Common Raven                            ,                                        , Dh,14,2.853,-0.137,6.684,0.145
 R, Y, R, R,1,4860,ND ,Common Raven                            ,                                        , Dh,10,18.81,11.916,29.285,0.03
  ,  ,  ,  ,1,4860,NEV,Common Raven                            ,                                        , Dh,36,2.022,0.468,3.593,19.974
  ,  ,  ,  ,  ,4860,NF ,Common Raven                            ,                                        , Dh,36,-0.179,-2.078,2.442,9.366
  ,  ,  ,  ,1,4860,NH ,Common Raven                            ,                                        , Dh,25,3.256,1.219,5.317,1.993
